,1,2,3,,,,,,,,,,,固态或半固态废物特征,,,液态废物特征,固态废物特征,,,,,,,固态废物特征,液态废物特征,工业组成分析（单位%，总和=1）,,,,,元素组成（单位%，所有元素加和=1）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物相组成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,污染物含量（mg/kg）数值型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多环芳烃（mg/kg),,,,,,,,,,,,,,,,有机污染物（mg/kg）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毒性浸出浓度（mg/L),,,,,,,,,,,,,,,,,,,
采样检测,废水处理污泥,有色冶炼,铜砷渣,,铜火法冶炼烟气净化产生的污酸处理过程产生的砷渣,,As2O3、S、PbO,,固态,泥状,板状、光滑,棕红色,有刺激性气味,49.98,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,,,,0.0216,,,0.0591,,0.0069,13.95,,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,0.686,0.043,1.324,,1.447,,,,,,4.585,0.297,,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.992,1.574,24.56,,,,,,17.17,,6.241,24.21,,85.05,0.1216,,
采样检测,废水处理污泥,有色冶炼,铜中和渣,,火法炼铜污酸处理工段产生的中和渣,,CaO、SO3、SiO2、Zn、Al2O3,,固态,泥状,板状、光滑,灰色,无刺激性气味,27.86,,,,,,,,,,13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,0.34,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.0633,,0.121,0.0175,,,0.709,,45.8,,,0.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.009,0.379,,0.070,,,,,,0.186,0.039,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.538,0.04404,3.832,0.08445,,,,,0.7796,,0.01979,0.01054,,5.061,0.0845,,
采样检测,废水处理污泥,有色冶炼,铜酸泥,,铜火法冶炼烟气净化产生的酸泥（铅滤饼）,,铅、砷、 铜、镉,,固态,泥状,板状、光滑,黑色,有刺激性气味,27.43,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,0.34,,,,,,0.14,,0.0079,0.0084,,,0.004,0.923,1.19,0.0045,,,,,,,,,,0.0022,0.0202,0.0204,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,0.614,0.094,2.314,,1.359,,,,,,4.198,0.778,,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.895,0.685,1.383,,,,,,0.134,,0.09355,0.4399,,8.19,0.02699,,
采样检测,废水处理污泥,有色冶炼,锌中和渣,,湿法炼锌（如常规湿法炼锌工艺等）污酸处理工段产生的中和渣,,CaO、SO3、SiO2、Zn、Al2O3,,固态,泥状,板状、光滑,灰色,无刺激性气味,34.82,,,,,,,,,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.3,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,0.46,0.051,,0.156,,0.094,0.314,0.618,0.0051,37.19,,0.487,0.0112,,,,,,,,,,0.0045,0.0049,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.027,0.702,,0.580,,,,,,1.756,0.154,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04107,,0.9883,0.03791,,,,0.00887,0.2227,,0.02765,,,0.0805,1.633,,
采样检测,废水处理污泥,有色冶炼,石膏渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）污酸处理工段产生的石膏,,CaO、SO3,,固态,泥状,板状、光滑,灰色,无刺激性气味,29.77,,,,,,,,,,13.67,,,,,,,,,,,,,,,,,,19.37,,,,,,,,,0.36,,,0.39,,,,0.01,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,0.291,0.0798,,0.127,0.0064,,,0.639,,45.35,,,0.0168,,,,,,,,,,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.001,0.610,,0.039,,,,,,0.098,0.013,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.445,0.1971,4.188,0.07358,,,,,0.7436,,0.01696,0.01117,,3.953,0.1053,,
2017063,固相热处理渣,有色冶炼,铜熔炼渣,,,,,,固态,颗粒状,球状、粗糙、团聚,黑色,,2.45,,,,,,,有磁性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,3.57,,,2.73,0.26,25.7,42.65,0.13,11.35,,,0.55,,,,,,,,,,0.36,1.83,0.06,0.04,,,,,0.91,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016014,固相热处理渣,有色冶炼,铜熔炼渣,,,,,,固态,颗粒状,球状、粗糙、团聚,黑色,,11.02,,,,,,,磁性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.23,,,0.17,0.34,66.37,27.89,0.03,0.32,,,0.08,,,,,,,,,,,1.15,0.87,0.42,,,,,0.46,,0.13,,,,,0.03,0.07,,0.04,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015039,固相热处理渣,有色冶炼,铜熔炼渣,,,,,,固态,颗粒状,球状、粗糙、团聚,灰黑色,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,0.46,,0.1,0.38,,5.32,18.05,0.39,2.39,,,0.33,,,,,,,,,,0.3,19.89,41.54,2.13,,,,,0.7,,,,,,,0.45,0.03,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015039,固相热处理渣,有色冶炼,铜熔炼渣,,,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,0.53,,0.15,0.37,,12.28,19.06,0.66,2.37,,,0.44,,,,,,,,,,0.54,4.73,48.06,0.53,,,,,0.44,,,,,,,0.49,0.03,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013019,液固相浸出渣,有色冶炼,铜镉渣,,湿法炼锌浸出液净化过程产生的渣,,,,固态,泥状,板状、光滑,黑色,,4.7,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,0.03,0.22,,1.91,,,0.02,,,,,,0.12,1.5,0.18,67.87,12.38,,,,0.03,,,,,,,,,,,,,7.48,,,,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013019,液固相浸出渣,有色冶炼,铜镉渣,,湿法炼锌浸出液净化过程产生的渣,,,,固态,泥状,板状、光滑,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,4,6.1,16.8,0.8,,,1.1,1.7,,0.3,,0.7,,8.1,,,27.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013122,液固相浸出渣,有色冶炼,铜镉渣,,湿法炼锌浸出液净化过程产生的渣,,,,固态,泥状,板状、光滑,黑色,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.05,,,,,0.06,0.28,0.02,0.03,,,,,,,,,,,,,,67.6,11.9,4.78,,,,,2.21,,,,,,,0.17,0.17,0.11,,0.78,,,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010009,固相热处理渣,有色冶炼,铝灰渣,,,,,,固态,颗粒状,球状、粗糙、团聚,灰黑色,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.02,0.03,,74.44,0.39,,0.08,,3.07,,,,,,,,,,,,3.72,0.63,7.67,,,,,7.86,,,,,,,0.04,0.06,,0.04,0.15,,,,1.52,0.09,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010008,固相热处理渣,有色冶炼,铅精炼渣,,粗铅火法精炼过程中会产出的浮渣,,,,固态,块状,板状、光滑,黑色,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,0.13,,,0.1,0.15,,7.47,,,,,,,,,,,,,,1.83,88.2,1.18,,,,,0.37,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010008,固相热处理渣,有色冶炼,铅精炼渣,,粗铅火法精炼过程中会产出的浮渣,,,,固态,块状,板状、光滑,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,0.05,,,56.07,2.08,,0.66,,,,,,,,,,,,,,0.22,0.89,28.78,,,,,9.26,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010008,固相热处理渣,有色冶炼,铅精炼渣,,粗铅火法精炼过程中会产出的浮渣,,,,固态,块状,板状、光滑,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,0.15,,,0.14,0.04,,9.26,,,,,,,,,,,,,,3.13,85.41,1.08,,,,,0.41,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010008,固相热处理渣,有色冶炼,铅精炼渣,,粗铅火法精炼过程中会产出的浮渣,,,,固态,块状,板状、光滑,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,65.21,2.43,,0.75,,,,,,,,,,,,,,0.26,1.04,17.95,,,,,10.35,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈文亮 2019 某铜冶炼渣综合回收铜、铁工艺研究,废水处理污泥,有色冶炼,铜砷渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）污酸处理工段产生的铜渣,,,,固态,泥状,板状、光滑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.891,,,,,,,,,38.79,,,1.91,1.87,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,,,,2.31,1.17,,,0.6,0.41,,34.92,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韩伟 20009 从炼铜炉渣中提取铜铁的研究,废水处理污泥,有色冶炼,铜砷渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）污酸处理工段产生的铜渣,,,,固态,泥状,板状、光滑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75,,0.2,1.25,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,6.54,3.23,,,1,1.25,,,,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赵高峰 2018 铜底吹熔炼渣选矿回收铜的生产实践,废水处理污泥,有色冶炼,铜砷渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,泥状,板状、光滑,黑色,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,44.52,,,3.25,2.26,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.04,,,2.61,1.74,,,,,29,24.56,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张享峰 2018 湖北某奥斯麦特熔炼渣选铜工艺研究与生产实践,废水处理污泥,有色冶炼,铜砷渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,泥状,板状、光滑,黑褐色,,,,,,,,,,,,,,,,,,,,0.047,,,,,,,,,0.067,1.05,,,,,,,,,38.56,,,1.03,2.85,,,0.096,,,,,,,,0.21,,,,,6.63,,,,0.075,,,,,,,,,,,,,0.43,,,0.36,,,,3.53,2.53,,,0.87,0.34,,30.78,0.24,3.81,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韦其晋 2018 直流电作用下铜熔炼渣中铜的赋存状态研究,固相热处理渣,有色冶炼,铜熔炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,32.41,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,2.43,,,,,4.12,33.69,,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王玲 2019 富氧底吹粗铜熔炼渣中铜的赋存状态研究,固相热处理渣,有色冶炼,铜熔炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5925,,,,,,,,,40.665,,,5.1,2.1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,2.8625,1.185,,,1.015,1.1175,,26.405,,4.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘素红 2017 降低双底吹连续炼铜工艺中尾矿含铜的生产实践,固相热处理渣,有色冶炼,铜熔炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘素红 2018 降低双底吹连续炼铜工艺中尾矿含铜的生产实践,固相热处理渣,有色冶炼,铜熔炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘素红 2019 降低双底吹连续炼铜工艺中尾矿含铜的生产实践,固相热处理渣,有色冶炼,铜熔炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
边瑞民 2011 氧气底吹炉铜熔炼渣的分析研究与选矿实践,固相热处理渣,有色冶炼,铜熔炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）熔炼工段熔炼炉产生的熔炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,3,2.5,,,0.13,,,,,,,,0.17,,,,,0,,,,0.022,,,,,,,,,,,,,,,,0.52,0.001,,,1.21,0.43,,,0.38,0.034,,10,0.039,0.93,,,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨润霞 2014 吹炼渣与水淬渣浮选生产实践,固相热处理渣,有色冶炼,铜吹炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）吹炼工段吹炼炉产生的吹炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,44.1,,,3.5,3.34,,,0.05,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,0.64,,,1.16,,,,0.47,0.69,,,,,,27.6,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜春云 2016 顶吹吹炼炉渣还原贫化工业试验,固相热处理渣,有色冶炼,铜吹炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）吹炼工段吹炼炉产生的吹炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,31.38,,,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,15.15,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜春云 2017 顶吹吹炼炉渣还原贫化工业试验,固相热处理渣,有色冶炼,铜吹炼渣,,火法炼铜（如双闪工艺及双底吹连续炼铜工艺等）吹炼工段吹炼炉产生的吹炼渣,,,,固态,颗粒状,球状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,39.68,,,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.65,,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
